202104966,레드보르씨알서방정(레보드로프로피진),장방형,하양,,,,12.1,5.1,5.0,서방성다층정
202104745,넥시듀오정20/800밀리그램,타원형,분홍,,,,16.5,8.1,6.3,필름코팅정
202104750,에소탄정20/800밀리그램,타원형,분홍,,,,16.5,8.1,6.3,필름코팅정
202009418,자이토정20밀리그램(리바록사반),원형,갈색,,,,6.1,6.1,2.7,필름코팅정
200501119,로자케이정(로사르탄칼륨),타원형,하양,,,-,10.2,5.5,3.3,필름코팅정
201801835,텔미큐어플러스정80/12.5밀리그램,타원형,하양,,,,16.5,8.0,5.5,나정
201803030,텔미큐어플러스정40/12.5밀리그램,타원형,하양,,,,14.3,7.1,3.9,나정
200703201,케이토스정(피오글리타존염산염),원형,하양,,,,7.1,7.1,3.0,나정
199801972,핀플연질캡슐(이소트레티노인),타원형,자주,,,,12.2,7.2,7.0,"연질캡슐제, 현탁상"
201502455,도네셉트정10밀리그램(도네페질염산염수화물),원형,주황,,,,9.2,9.2,4.8,필름코팅정
202000660,로바스토정20밀리그램(로수바스타틴칼슘),원형,분홍,,,,9.2,9.2,4.8,필름코팅정
202104980,프로코푸씨알서방정(레보드로프로피진),장방형,하양,,,,12.1,5.2,5.2,서방성다층정
202101048,리바코르정10밀리그램(리바록사반),원형,분홍,,,,5.6,5.6,2.2,필름코팅정
202100786,리바코르정20밀리그램(리바록사반),원형,빨강,,,,6.7,6.7,3.3,필름코팅정
202101059,리바코르정15밀리그램(리바록사반),원형,빨강,,,,6.2,6.2,2.9,필름코팅정
201904650,팜시칼정250밀리그램(팜시클로비르),원형,하양,,,,10.1,10.1,4.1,필름코팅정
202104845,오메나듀오정20/800밀리그램,타원형,분홍,,,,16.5,8.1,6.5,필름코팅정
201902238,토피메드정100밀리그램(토피라메이트),원형,노랑,,,+,9.1,9.1,4.2,필름코팅정
202104973,스토메프라졸듀오정20/800밀리그램,타원형,분홍,,,,16.5,8.1,6.4,필름코팅정
202104978,레푸로진씨알서방정(레보드로프로피진),장방형,하양,,,,12.0,5.1,5.1,서방성다층정
197600483,신일비사코딜정,원형,노랑,,,,6.2,6.2,3.4,장용성당의정
202104742,네메올듀오정20/800밀리그램,타원형,분홍,,,,16.6,8.1,6.4,필름코팅정
202104981,레보펙트씨알서방정(레보드로프로피진),장방형,하양,,,,12.1,5.1,5.1,서방성다층정
201308505,아노포지정5/80밀리그램,원형,노랑,,,,8.1,8.1,3.7,필름코팅정
202103076,유한리바록사반정20밀리그램,원형,분홍,,,,7.5,7.5,3.2,필름코팅정
202000352,유한메트포르민염산염정500밀리그램,원형,하양,,,,11.2,11.2,6.2,필름코팅정
202000351,유한메트포르민염산염정850밀리그램,장방형,하양,,,,19.2,8.2,6.7,필름코팅정
202000349,유한메트포르민염산염정1000밀리그램,장방형,하양,,,,19.5,8.7,7.2,필름코팅정
202002705,란소드캡슐30밀리그램(란소프라졸과립),장방형,하양,하양,,,18.7,6.3,6.6,"경질캡슐제, 과립제"
202002706,란소드캡슐15밀리그램(란소프라졸과립),장방형,하양,하양,,,15.7,5.4,5.5,"경질캡슐제, 과립제"
201400289,로레스토정5밀리그램(로수바스타틴칼슘),원형,노랑,,,,7.1,7.1,3.8,필름코팅정
201901023,가스모사씨알정(모사프리드시트르산염수화물),타원형,하양,,,,9.8,5.1,4,서방성필름코팅정
202101797,텔미트렌에스정40/5밀리그램,타원형,노랑,,,,14.4,7.3,3.7,필름코팅정
202101798,텔미트렌에스정40/10밀리그램,타원형,분홍,,,,14.0,6.9,4.6,필름코팅정
202101796,텔미트렌에스정80/10밀리그램,타원형,분홍,,,,16.8,8.3,5.5,필름코팅정
202101795,텔미트렌에스정80/20밀리그램,타원형,분홍,,,,17.7,8.8,6.0,필름코팅정
201907930,텔미플렉스정80/5밀리그램,타원형,하양,,,,16.4,8.1,5.6,나정
201907928,텔미플렉스정40/5밀리그램,타원형,하양,,,,14.1,7.0,3.8,나정
201907929,텔미플렉스정40/10밀리그램,타원형,하양,,,,14.1,6.9,3.8,나정
202000448,델스트리고정,타원형,주황,,,,22.0,11.6,7.7,필름코팅정
202101800,빅코민백골드정,장방형,갈색,,-,,20.0,8.8,7.1,필름코팅정
202103491,타스틴정4밀리그램(피타바스타틴칼슘),원형,노랑,,,-,8.7,8.7,3.7,필름코팅정
202102817,타스틴정1밀리그램(피타바스타틴칼슘),원형,하양,,,,5.6,5.6,2.2,필름코팅정
201902085,위더콕스캡슐100밀리그램(세레콕시브),장방형,"하양, 파랑","하양, 파랑",,,15.5,5.5,5.8,"경질캡슐제, 과립제"
202103483,리바사반정20밀리그램(리바록사반),원형,빨강,,,,6.6,6.6,3.4,필름코팅정
202103338,자로반정20밀리그램(리바록사반),원형,빨강,,,,6.6,6.6,3.8,필름코팅정
202103339,자로반정15밀리그램(리바록사반),원형,빨강,,,,6.2,6.2,3.2,필름코팅정
202103340,자로반정10밀리그램(리바록사반),원형,분홍,,,,5.6,5.6,2.8,필름코팅정
202102854,유록사반정20밀리그램(리바록사반),원형,빨강,,,,6.7,6.7,3.6,필름코팅정
201805357,메로윈캡슐7.5밀리그램(멜록시캄),장방형,초록,초록,,,17.6,5.7,6.0,"경질캡슐제, 산제"
201803547,아보투윈연질캡슐0.5밀리그램(두타스테리드),타원형,"노랑, 투명",,,,12.4,6.6,6.6,"연질캡슐제, 액상"
201903092,레바원정(레바미피드),원형,하양,,,,8.1,8.1,3.3,필름코팅정
201100894,올메히드플러스정20/12.5밀리그램,원형,주황,,,,8.7,8.7,4.0,필름코팅정
202106741,위제로에스정,원형,노랑,,,,9.7,9.7,4.5,나정
200709448,도페린정5밀리그램(도네페질염산염수화물),원형,노랑,,,,7.1,7.1,3.4,필름코팅정
202104692,에스엠듀오정20/800밀리그램,타원형,분홍,,,,16.5,8.1,6.5,필름코팅정
201805356,라베투정20밀리그램(라베프라졸나트륨),원형,노랑,,,,7.3,7.3,3.6,장용성필름코팅정
201805355,라베투정10밀리그램(라베프라졸나트륨),원형,노랑,,,,6.8,6.8,4.0,장용성필름코팅정
201900245,로사윈정50밀리그램(로사르탄칼륨),타원형,하양,,,,10.6,5.9,3.3,필름코팅정
201804954,로사윈플러스정,타원형,연두,,,,11.2,6.4,4.6,필름코팅정
201901892,투텐션정2.5mg(에스암로디핀베실산염이수화물),팔각형,하양,,-,,7.2,5.1,2.7,나정
201901891,투텐션정5mg(에스암로디핀베실산염이수화물),팔각형,하양,,-,,8.7,6.2,3.8,나정
201901777,시프로투정250밀리그램(시프로플록사신염산염수화물),원형,하양,,,,11.0,11.0,4.4,필름코팅정
202102918,피타스탄정1밀리그램(피타바스타틴칼슘),원형,하양,,,,5.7,5.7,2.4,필름코팅정
202003208,피타스탄정2밀리그램(피타바스타틴칼슘),원형,하양,,,-,7.2,7.2,2.8,필름코팅정
202103533,피타스탄정4밀리그램(피타바스타틴칼슘),원형,주황,,,-,8.7,8.7,3.7,필름코팅정
202001013,파렌스장용정,원형,하양,,,,8.3,8.3,4.2,장용정
202101869,에스오텍디알서방캡슐40밀리그램(에스오메프라졸마그네슘이수화물),장방형,분홍,분홍,,,20.4,6.3,6.6,"서방성캡슐제, 펠렛"
202101870,에스오텍디알서방캡슐20밀리그램(에스오메프라졸마그네슘이수화물),장방형,분홍,하양,,,18.0,5.7,6.0,"서방성캡슐제, 펠렛"
201603563,크래리스정500밀리그램(클래리트로마이신),장방형,노랑,,,,19.6,9.0,6.3,필름코팅정
202104748,에피움듀오정20/800밀리그램,타원형,분홍,,,,17.0,8.1,6.5,필름코팅정
202104740,에소맥스듀오정20/800밀리그램,타원형,분홍,,,,16.5,8.1,6.3,필름코팅정
202002523,건트라셋서방정,장방형,주황,,,,19.2,8.7,6.8,서방성필름코팅정
202002522,건트라셋세미서방정,원형,주황,,,,9.9,9.9,5.9,서방성필름코팅정
202001498,디세렌엠캡슐(디아세레인),장방형,하양,노랑,,,19.0,6.2,6.6,"경질캡슐제, 정제"
202002559,명인리바록사반정2.5밀리그램,원형,노랑,,,,6.1,6.1,2.7,필름코팅정
201601204,크레아진플러스정10/5mg,원형,하양,,,,7.1,7.1,3.7,필름코팅정
202108105,자렉스정2.5밀리그램(리바록사반(미분화)),원형,노랑,,,,6.1,6.1,2.7,필름코팅정
201803147,파이브로정400밀리그램(피르페니돈),타원형,노랑,,,-,15.6,8.2,6.4,필름코팅정
202105831,러너스정(방기황기탕건조엑스),원형,초록,,,,9.7,9.7,4.9,필름코팅정
202200614,"라베프탑정20/800밀리그램(라베프라졸나트륨, 탄산수소나트륨)",타원형,하양,,,,15.5,7.7,6.6,필름코팅정
202009334,얼리다정(아팔루타마이드),타원형,주황,,,,16.7,8.7,6.0,필름코팅정
202102595,알리콕시브정30밀리그램(에토리콕시브),기타,청록,,,,6.0,5.8,3.5,필름코팅정
202101589,에제바스틴정10/40밀리그램,타원형,하양,,,,16.7,6.5,5.7,필름코팅정
202101590,에제바스틴정10/20밀리그램,타원형,하양,,,,14.8,5.9,4.5,필름코팅정
202101591,에제바스틴정10/10밀리그램,타원형,하양,,,,13.0,5.2,4.5,필름코팅정
202101412,리피아젯정10/20밀리그램,타원형,하양,,,,14.3,6.0,5.1,필름코팅정
202101413,리피아젯정10/40밀리그램,타원형,하양,,,,16.7,6.5,5.8,필름코팅정
202101411,리피아젯정10/10밀리그램,타원형,하양,,,,13.0,5.2,4.8,필름코팅정
202101485,아로틴플러스정10/20밀리그램(에제티미브/아토르바스타틴칼슘삼수화물),타원형,하양,,,,14.8,6.0,4.5,필름코팅정
202001700,록시케어정(록시트로마이신),원형,하양,,,,9.1,9.1,4.2,필름코팅정
202101625,아미젯정10/10밀리그램,타원형,하양,,,,12.0,5.1,4.1,필름코팅정
202101624,아미젯정10/20밀리그램,타원형,하양,,,,13.5,5.8,4.4,필름코팅정
202101626,아미젯정10/40밀리그램,타원형,하양,,,,16.1,6.5,4.8,필름코팅정
202101438,아토로우엠정10/20밀리그램,타원형,하양,,,,13.5,5.6,4.6,필름코팅정
202101439,아토로우엠정10/10밀리그램,타원형,하양,,,,12.0,5.2,4.2,필름코팅정
202005250,로수바엠정5밀리그램(로수바스타틴칼슘),원형,주황,,,,7.1,7.1,3.6,필름코팅정
202101425,아젯듀오정10/40밀리그램,타원형,하양,,,-,16.8,6.5,5.5,필름코팅정
202101424,아젯듀오정10/20밀리그램,타원형,하양,,,-,14.8,6.0,4.4,필름코팅정
202101423,아젯듀오정10/10밀리그램,타원형,하양,,,-,11.7,5.7,4.4,필름코팅정
202101158,에소카정20/600밀리그램,타원형,주황,,,,15.4,7.9,5.8,필름코팅정
202101159,에소카정40/600밀리그램,타원형,분홍,,,,15.4,7.8,5.9,필름코팅정
202101495,바이젯정10/40밀리그램,타원형,하양,,,,16.8,6.5,5.8,필름코팅정
202101496,바이젯정10/20밀리그램,타원형,하양,,,,14.3,6.0,5.2,필름코팅정
202101497,바이젯정10/10밀리그램,타원형,하양,,,,13.1,5.3,4.9,필름코팅정
202102833,로디엔정1.25밀리그램(에스암로디핀니코틴산염),오각형,하양,,,,6.0,5.2,2.3,나정
202101633,에토바정10/10밀리그램,타원형,하양,,,,12.9,5.1,4.3,필름코팅정
202101632,에토바정10/20밀리그램,타원형,하양,,,,14.7,5.8,4.5,필름코팅정
202101509,아토에브정10/40밀리그램,타원형,하양,,,,16.7,6.5,5.8,필름코팅정
202103077,유한리바록사반정15밀리그램,원형,분홍,,,,6.7,6.7,3.1,필름코팅정
202103078,유한리바록사반정10밀리그램,원형,분홍,,,,5.9,5.9,2.4,필름코팅정
201903678,씨타졸서방캡슐200밀리그램(실로스타졸),장방형,하양,하양,,,21.1,7.1,7.5,"경질캡슐제, 과립제"
201906847,아발린캡슐150밀리그램(프레가발린),장방형,하양,하양,,,17.6,5.9,6.2,"경질캡슐제, 산제"
201906857,아발린캡슐75밀리그램(프레가발린),장방형,빨강,하양,,,14.0,4.9,5.2,"경질캡슐제, 산제"
201906412,아포그릴정100밀리그램(사르포그렐레이트염산염),원형,하양,,,,8.8,8.8,4.9,필름코팅정
201906438,아토바진정20밀리그램(아토르바스타틴칼슘수화물),원형,하양,,,,7.2,7.2,4.1,필름코팅정
201905775,페노브정(페노피브레이트),기타,하양,,,,14.6,8.1,6.5,필름코팅정
202104292,"로디엔티정80/5밀리그램(텔미사르탄, 에스암로디핀니코틴산염)",타원형,하양,회색,,,15.4,7.5,5.5,다층정
202104295,"로디엔티정40/2.5밀리그램(텔미사르탄, 에스암로디핀니코틴산염)",타원형,하양,회색,,,12.2,6.1,5.2,다층정
202104294,"로디엔티정40/5밀리그램(텔미사르탄, 에스암로디핀니코틴산염)",타원형,회색,하양,,,13.7,6.6,6.4,다층정
202104293,"로디엔티정80/2.5밀리그램(텔미사르탄, 에스암로디핀니코틴산염)",타원형,하양,회색,,,15.3,7.4,5.4,다층정
201903858,오메다캡슐(오메프라졸),장방형,빨강,분홍,,,17.3,5.7,6.0,"경질캡슐제, 장용성과립제"
201903868,레보나정100밀리그램(레보플록사신수화물),원형,하양,,,,8.2,8.2,3.6,필름코팅정
201903867,레보나정500밀리그램(레보플록사신수화물),타원형,분홍,,,,17.2,8.7,6.0,필름코팅정
201603546,일성클래리트로마이신정500mg,장방형,노랑,,,,19.5,9.0,6.3,필름코팅정
201907590,가스타놀정(애엽95%에탄올연조엑스(20→1)),타원형,연두,,,,13.4,7.6,4.5,필름코팅정
202102780,리바롤정10밀리그램(리바록사반),원형,분홍,,,,5.8,5.8,2.2,필름코팅정
202102779,리바롤정15밀리그램(리바록사반),원형,빨강,,,,5.8,5.8,2.6,필름코팅정
202004230,리바롤정20밀리그램(리바록사반),원형,빨강,,,,6.1,6.1,2.9,필름코팅정
202103971,바로큐이브연질캡슐,타원형,"노랑, 투명",,,,14.9,10.3,10.3,"연질캡슐제, 액상"
202104094,리바로트정10밀리그램(리바록사반),원형,분홍,,,,5.6,5.6,2.7,필름코팅정
202104093,리바로트정15밀리그램(리바록사반),원형,빨강,,,,6.2,6.2,3.3,필름코팅정
202104092,리바로트정20밀리그램(리바록사반),원형,빨강,,,,6.6,6.6,3.8,필름코팅정
201605979,케라티모캡슐,장방형,초록,노랑,,,18.7,6.1,6.5,"경질캡슐제, 산제"
202101478,미라베서방정50밀리그램(미라베그론),타원형,갈색,,,,12.0,6.0,5.0,서방성필름코팅정
201702733,세파클리캡슐(세파클러수화물),장방형,파랑,하양,,,18.8,6.0,6.5,"경질캡슐제, 산제"
202101415,듀토르정10/20밀리그램,타원형,하양,,,,14.2,6.0,5.0,필름코팅정
202002666,로수바엘정20밀리그램(로수바스타틴칼슘),원형,분홍,,,,9.1,9.1,5.0,필름코팅정
201704542,레피드정(레바미피드),원형,하양,,,,8.1,8.1,3.3,필름코팅정
201907560,레보비정(레바미피드),원형,하양,,,,8.1,8.1,3.6,필름코팅정
202106154,그로페시아정1밀리그램(피나스테리드),팔각형,분홍,,,,7.3,7.3,3.4,필름코팅정
202105597,로비큐아정100밀리그램(롤라티닙),타원형,분홍,,,,17.2,8.7,5.4,필름코팅정
200701235,모사린정(모사프리드시트르산염수화물),장방형,하양,,-,-,9.2,4.6,3.2,필름코팅정
201907166,아록시캄캡슐7.5밀리그램(멜록시캄),장방형,초록,초록,,,17.4,5.8,6.1,"경질캡슐제, 산제"
202000135,아란프캡슐30밀리그램(란소프라졸과립),장방형,하양,하양,,,18.6,6.3,6.7,"경질캡슐제, 장용성과립제"
201907140,아토맥정25밀리그램(토피라메이트),원형,노랑,,-,,6.1,6.1,2.7,필름코팅정
201907073,아토맥정100밀리그램(토피라메이트),원형,노랑,,-,+,9.1,9.1,4.5,필름코팅정
201903296,록시마정(록시트로마이신),원형,하양,,,,9.1,9.1,3.9,필름코팅정
202106847,토피메이트정25밀리그램(토피라메이트),원형,하양,,-,,6.1,6.1,2.6,필름코팅정
202107807,아빌리파이정1밀리그램(아리피프라졸),타원형,하양,,,,8.1,4.6,2.4,나정
201908249,텔미린정80밀리그램(텔미사르탄),타원형,하양,,,,16.3,7.9,4.9,나정
201908250,텔미린정40밀리그램(텔미사르탄),타원형,하양,,,,12.1,6.0,3.8,나정
202107121,칸데칸듀오정10/16밀리그램,원형,주황,,,,7.6,7.6,3.4,필름코팅정
202107089,칸데칸듀오정5/16밀리그램,원형,분홍,,,,7.1,7.1,3.2,필름코팅정
202107120,칸데칸듀오정10/8밀리그램,원형,분홍,,,,7.6,7.6,3.4,필름코팅정
202107090,칸데칸듀오정5/8밀리그램,원형,분홍,,,,6.1,6.1,2.9,필름코팅정
201900308,아시클린정200밀리그램(아시클로버),원형,파랑,,,-,10.1,10.1,2.8,나정
201906199,넥시퀸정20밀리그램(에스오메프라졸마그네슘삼수화물),원형,분홍,,,,7.9,7.9,3.8,필름코팅정
201906198,넥시퀸정40밀리그램(에스오메프라졸마그네슘삼수화물),원형,분홍,,,,9.0,9.0,5.1,필름코팅정
202107185,카세핀정12.5밀리그램(쿠에티아핀푸마르산염),원형,하양,,,,4.4,4.4,2.4,필름코팅정
202100883,한림도네페질정23밀리그램(도네페질염산염수화물),원형,분홍,,,,8.2,8.2,4.6,필름코팅정
201903033,몬테롤정10밀리그램(몬테루카스트나트륨),사각형,노랑,,,,8.1,8.1,3.6,필름코팅정
201506481,파라마셋이알세미서방정,원형,노랑,,,,9.9,9.9,5.9,서방성필름코팅정
202007899,임팩타민프리미엄원스정,타원형,주황,,-,,17.9,9.5,7.5,필름코팅정
202100202,아제티브정10/20밀리그램,타원형,하양,,,,14.6,6.4,5.0,필름코팅정
202005887,빈다맥스캡슐61밀리그램(타파미디스),타원형,갈색,,,,20.8,7.9,7.8,"연질캡슐제, 현탁상"
201702674,카발린캡슐25밀리그램(프레가발린),장방형,노랑,하양,,,13.9,4.8,5.2,"경질캡슐제, 산제"
202107063,코드에이연질캡슐,타원형,파랑,,,,15.5,9.7,9.7,"연질캡슐제, 액상"
201506598,트라마셋세미서방정,원형,주황,,,,9.9,9.9,5.8,서방성필름코팅정
202003902,글루피오정15밀리그램(피오글리타존염산염),원형,하양,,,,7.0,7.0,2.9,나정
202201153,나노파모정10밀리그램(파모티딘),원형,연두,,,,7.2,7.2,3.1,필름코팅정
202200600,피타로우정4밀리그램(피타바스타틴칼슘),원형,주황,,,-,8.2,8.2,4.3,필름코팅정
202200398,칸타벨에이정8/5/10밀리그램,타원형,하양,,,-,11.9,6.7,4.9,필름코팅정
199802023,포스포정(아세트산칼슘),장방형,하양,,,,18.2,7.4,6.0,필름코팅정
202200631,센타민프로정,타원형,갈색,,,,17.3,10.3,6.1,필름코팅정
202001721,라벤프정10밀리그램(라베프라졸나트륨),원형,주황,,,,6.8,6.8,3.3,필름코팅정
202001722,라벤프정20밀리그램(라베프라졸나트륨),원형,주황,,,,7.3,7.3,3.5,필름코팅정
202008029,칼레그나정25밀리그램(시나칼세트염산염),원형,연두,,,,8.2,8.2,4.0,필름코팅정
202200972,바이캅정(탄산수소나트륨),원형,하양,,,,10.2,10.2,4.9,필름코팅정
201902454,아트라쿨서방정,장방형,주황,,,,19.2,8.6,6.7,서방성필름코팅정
202106787,알러팜정(세티리진염산염),장방형,하양,,,,9.2,4.3,2.9,필름코팅정
201805064,텔로살탄정40mg(텔미사르탄),원형,하양,,,,7.6,7.6,3.2,나정
201805195,텔로살탄정80mg(텔미사르탄),원형,하양,,,,9.6,9.6,4.2,나정
202106628,센스데이큐정,원형,분홍,,,,5.6,5.6,2.9,필름코팅정
201401923,코니펜정(케토티펜푸마르산염),원형,하양,,,-,7.1,7.1,2.8,나정
202202007,락스타더블캡슐(락토바실루스카제이변종람노수스의동결건조배양물),장방형,하양,하양,,,18.5,6.3,6.7,"경질캡슐제, 산제"
202105146,이바파정,원형,분홍,,,,8.9,8.9,5.0,필름코팅정
201906331,리록시아정20밀리그램(리바록사반),원형,빨강,,,,6.1,6.1,2.8,필름코팅정
201908198,리록시아정15밀리그램(리바록사반),원형,빨강,,,,5.4,5.4,2.7,필름코팅정
201903396,에이페시아정1밀리그램(피나스테리드),팔각형,분홍,,,,7.4,7.4,3.7,필름코팅정
202101421,글로젯정10/10밀리그램,타원형,하양,,,,12.9,5.1,4.4,필름코팅정
202101422,글로젯정10/20밀리그램,타원형,하양,,,,14.7,5.8,4.5,필름코팅정
202101489,인토젯정10/40밀리그램,타원형,하양,,,,16.7,6.5,5.7,필름코팅정
202101507,아토에브정10/10밀리그램,타원형,하양,,,,12.9,5.2,4.8,필름코팅정
202101508,아토에브정10/20밀리그램,타원형,하양,,,,14.2,6.0,4.9,필름코팅정
202101490,인토젯정10/20밀리그램,타원형,하양,,,,14.8,6.0,4.5,필름코팅정
202101529,아토에정10/40밀리그램,타원형,하양,,,,16.7,6.5,5.7,필름코팅정
202101528,아토에정10/20밀리그램,타원형,하양,,,,14.8,5.9,4.5,필름코팅정
202101510,듀얼아토정10/40밀리그램,타원형,하양,,,,16.7,6.5,5.6,필름코팅정
202101512,듀얼아토정10/10밀리그램,타원형,하양,,,,13.0,5.3,4.4,필름코팅정
202101647,아트로젯정10/40밀리그램,타원형,하양,,,,16.7,6.4,5.7,필름코팅정
202101651,아트로젯정10/20밀리그램,타원형,하양,,,,14.9,5.9,4.5,필름코팅정
202101637,아트로젯정10/10밀리그램,타원형,하양,,,,13.0,5.2,4.5,필름코팅정
202101646,엔비젯정10/40밀리그램,타원형,하양,,,,16.7,6.5,5.8,필름코팅정
202101645,엔비젯정10/20밀리그램,타원형,하양,,,,14.3,6.0,5.0,필름코팅정
202101644,엔비젯정10/10밀리그램,타원형,하양,,,,13.0,5.3,4.7,필름코팅정
202101600,아르젯정10/10밀리그램,타원형,하양,,,,12.0,5.1,4.2,필름코팅정
202101601,아르젯정10/20밀리그램,타원형,하양,,,,13.5,5.6,4.6,필름코팅정
202101602,아르젯정10/40밀리그램,타원형,하양,,,,16.1,6.3,5.0,필름코팅정
202101557,아토켓정10/20밀리그램,타원형,하양,,,,14.8,6.0,4.5,필름코팅정
201907596,세파킴캡슐(세파클러수화물),장방형,파랑,하양,,,18.5,6.3,6.7,"경질캡슐제, 산제"
201907461,에페릿정(에페리손염산염),원형,하양,,,,8.1,8.1,4.5,당의정
202001324,타노셋세미서방정,원형,주황,,,,9.9,9.9,5.9,서방성필름코팅정
202101463,스피틴정80밀리그램(아토르바스타틴칼슘삼수화물),원형,하양,,,,12.2,12.2,6.0,필름코팅정
201505740,비가비르정450밀리그램(발간시클로비르염산염),장방형,빨강,,,,19.5,8.7,6.3,필름코팅정
201504776,탈라이드캡슐100mg(탈리도마이드),장방형,초록,초록,,,17.2,5.9,6.1,"경질캡슐제, 산제"
202101734,제뉴원아제브정10/40밀리그램,타원형,하양,,,,16.8,6.5,5.8,필름코팅정
202101732,제뉴원아제브정10/20밀리그램,타원형,하양,,,,14.5,5.9,4.8,필름코팅정
202101733,제뉴원아제브정10/10밀리그램,타원형,하양,,,,12.9,5.2,4.5,필름코팅정
202002150,쎌레코캡슐100밀리그램(세레콕시브),장방형,"하양, 파랑","하양, 파랑",,,15.3,5.3,5.5,"경질캡슐제, 산제"
202102620,뉴콕시아정30밀리그램(에토리콕시브),기타,청록,,,,6.0,5.8,3.5,필름코팅정
202103413,유콕시아정30밀리그램(에토리콕시브),원형,회색,,,,6.6,6.6,2.9,필름코팅정
201802220,피트메이트정(토피라메이트),원형,하양,,-,,6.1,6.1,2.6,필름코팅정
200600267,브렌셉트정10밀리그램(도네페질염산염수화물),원형,주황,,,,9.2,9.2,4.6,필름코팅정
200210778,우르솔연질캡슐,타원형,갈색,초록,,,23.3,8.6,8.6,"연질캡슐제, 현탁상"
201906375,몬테엠정10mg(몬테루카스트나트륨),사각형,분홍,,,,8.1,8.1,3.7,필름코팅정
201908477,썰타목정500밀리그램(아목시실린수화물·설박탐피복실),타원형,하양,,,,17.3,9.6,6.3,필름코팅정
201903310,텔미듀얼정40/5밀리그램,타원형,하양,회색,,,14.3,7.1,5.4,다층정
202000055,에피스정(에피나스틴염산염),원형,하양,,-,,6.1,6.1,2.9,필름코팅정
202101454,베타믹서방정50밀리그램(미라베그론),타원형,갈색,,,,12.0,6.0,4.9,서방성필름코팅정
201900316,바이트린큐정10/10밀리그램,타원형,하양,,,,8.5,4.3,2.9,나정
201900315,바이트린큐정10/20밀리그램,타원형,하양,,,,10.8,5.4,3.7,나정
201904265,아세포린캡슐100밀리그램(아세브로필린),장방형,회색,하양,,,19.0,6.4,6.8,"경질캡슐제, 산제"
202200834,마그포스맥스연질캡슐,타원형,갈색,,,,24.3,9.0,9.0,"연질캡슐제, 액상"
202004023,자바록사정2.5밀리그램(리바록사반),원형,노랑,,,,6.1,6.1,2.7,필름코팅정
202200724,마이비젯정,타원형,분홍,,,,17.0,9.8,6.0,필름코팅정
199700887,록미신정(록시트로마이신),원형,하양,,,,8.2,8.2,4.4,필름코팅정
202107674,자톨정2.5밀리그램(리바록사반),원형,노랑,,,,6.2,6.2,3.1,필름코팅정
201902542,트윈에코정40/10밀리그램,타원형,하양,,,,14.2,7.0,4.0,나정
202001323,타노셋서방정,장방형,노랑,,,,19.4,8.7,6.8,서방성필름코팅정
202107327,탁센레이디연질캡슐,타원형,분홍,,,,19.6,9.0,9.0,"연질캡슐제, 현탁상"
202106924,에제페노정,원형,하양,,,,10.9,10.9,5.8,필름코팅정
201906339,엘러디정10밀리그램(에피나스틴염산염),원형,하양,,,,6.1,6.1,2.9,필름코팅정
201503251,쎄레젠캡슐200mg(세레콕시브),장방형,"하양, 노랑","하양, 노랑",,,17.1,5.7,6.2,"경질캡슐제, 산제"
202107101,빌가드엠정50/500밀리그램,타원형,주황,,,,17.7,7.3,5.7,필름코팅정
200300281,훼리탑에프캡슐,장방형,빨강,빨강,,,18.5,6.2,6.6,"경질캡슐제, 산제"
202108207,"라비에트듀오정10/500밀리그램(라베프라졸나트륨,탄산수소나트륨)",타원형,노랑,,,,16.3,8.4,6.2,필름코팅정
202107002,폴세틴캡슐10밀리그램(플루옥세틴염산염),장방형,연두,연두,,,14.0,4.8,5.2,"경질캡슐제, 산제"
201405383,트라플엠세미정,장방형,주황,,,,12.0,5.1,4.0,필름코팅정
200501724,써큐렉스정120밀리그램(은행엽건조엑스),원형,초록,,,,10.1,10.1,3.9,필름코팅정
201502554,카발린캡슐75밀리그램(프레가발린),장방형,갈색,하양,,,13.9,4.9,5.2,"경질캡슐제, 산제"
202107383,에소메딘플러스정20/800밀리그램,타원형,분홍,,,,16.6,8.1,6.4,필름코팅정
201903329,다림모사프리드정5mg(모사프리드시트르산염수화물),장방형,하양,,,-,9.3,4.7,3.4,필름코팅정
201906243,텔미콤정40/10밀리그램,타원형,회색,하양,,,14.3,7.0,5.2,다층정
201300045,화이투벤씨플러스캡슐,장방형,빨강,노랑,,,18.5,6.2,6.7,"경질캡슐제, 과립제"
202106224,브이포지알정5/80/10밀리그램,장방형,분홍,,,,11.1,6.1,4.4,필름코팅정
202106225,브이포지알정5/80/5밀리그램,장방형,분홍,,,,11.1,6.1,4.3,필름코팅정
202106223,브이포지알정5/160/5밀리그램,타원형,분홍,,,,13.7,7.0,5.7,필름코팅정
202106222,브이포지알정5/160/10밀리그램,타원형,분홍,,,,13.7,7.0,5.6,필름코팅정
201906364,메틸로정40밀리그램(옥틸로늄브롬화물),원형,분홍,,-,,7.1,7.1,3.1,나정
201903079,케이플라정(클로피도그렐황산염),원형,분홍,,,,8.7,8.7,3.9,필름코팅정
202107076,에소메졸플러스정40/350밀리그램,타원형,분홍,,,,16.4,8.1,5.8,필름코팅정
201905664,두타윈연질캡슐0.5밀리그램(두타스테리드),타원형,"노랑, 투명",,,,9.4,6.3,6.3,"연질캡슐제, 액상"
201502388,씨트로신서방정0.2밀리그램(탐스로신염산염),원형,하양,,,,8.1,8.1,3.6,서방성필름코팅정
